name,category_slug,price,mrp,unit,stock,image_url,description
"Natural Farm Fresh White Eggs #530","dairy-eggs",62,74,"6 pcs",129,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Natural Farm Fresh White Eggs #530. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Double Choco Chip Muffin #531","bakery",135,162,"4 pcs",130,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Special Double Choco Chip Muffin #531. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Rich Dark Roast Coffee #532","beverages",270,324,"200 g",131,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Special Rich Dark Roast Coffee #532. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Crispy Salted Potato Chips #533","snacks",55,66,"90 g",132,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Deluxe Crispy Salted Potato Chips #533. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Chakki Fresh Whole Wheat Atta #534","staples-grains",265,318,"5 kg",133,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Deluxe Chakki Fresh Whole Wheat Atta #534. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe New Crop Potatoes #535","fruits-vegetables",69,83,"1 kg",134,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Deluxe New Crop Potatoes #535. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Farm Fresh White Eggs #536","dairy-eggs",92,110,"6 pcs",135,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Daily Farm Fresh White Eggs #536. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic 100% Whole Wheat Bread #537","bakery",100,120,"400 g",136,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Classic 100% Whole Wheat Bread #537. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Classic Green Tea Bags #538","beverages",235,282,"25 bags",137,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Classic Classic Green Tea Bags #538. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Butter Choco Chip Cookies #539","snacks",115,138,"150 g",138,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Classic Butter Choco Chip Cookies #539. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Refined Sunflower Oil Pouch #540","staples-grains",205,246,"1 L",139,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Classic Refined Sunflower Oil Pouch #540. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Fresh Organic Tomatoes #541","fruits-vegetables",35,42,"1 kg",140,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Classic Fresh Organic Tomatoes #541. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Farm Fresh White Eggs #542","dairy-eggs",47,56,"6 pcs",141,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Value Pack Farm Fresh White Eggs #542. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Double Choco Chip Muffin #543","bakery",120,144,"4 pcs",142,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Handpicked Double Choco Chip Muffin #543. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Rich Dark Roast Coffee #544","beverages",255,306,"200 g",143,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Handpicked Rich Dark Roast Coffee #544. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Crispy Salted Potato Chips #545","snacks",40,48,"90 g",144,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Natural Crispy Salted Potato Chips #545. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Chakki Fresh Whole Wheat Atta #546","staples-grains",250,300,"5 kg",145,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Natural Chakki Fresh Whole Wheat Atta #546. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Fresh Spinach Bunch #547","fruits-vegetables",50,60,"250 g",146,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Classic Fresh Spinach Bunch #547. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Farm Fresh White Eggs #548","dairy-eggs",77,92,"6 pcs",147,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Super Saver Farm Fresh White Eggs #548. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily 100% Whole Wheat Bread #549","bakery",85,102,"400 g",148,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Daily 100% Whole Wheat Bread #549. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Classic Green Tea Bags #550","beverages",220,264,"25 bags",149,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Daily Classic Green Tea Bags #550. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Butter Choco Chip Cookies #551","snacks",100,120,"150 g",150,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Daily Butter Choco Chip Cookies #551. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Refined Sunflower Oil Pouch #552","staples-grains",190,228,"1 L",151,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Daily Refined Sunflower Oil Pouch #552. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Crisp Shimla Apples #553","fruits-vegetables",220,264,"1 kg",152,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Handpicked Crisp Shimla Apples #553. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Farm Fresh White Eggs #554","dairy-eggs",107,128,"6 pcs",153,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Gold Farm Fresh White Eggs #554. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Double Choco Chip Muffin #555","bakery",180,216,"4 pcs",154,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Value Pack Double Choco Chip Muffin #555. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Rich Dark Roast Coffee #556","beverages",240,288,"200 g",155,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Value Pack Rich Dark Roast Coffee #556. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Crispy Salted Potato Chips #557","snacks",25,30,"90 g",156,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Super Saver Crispy Salted Potato Chips #557. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Chakki Fresh Whole Wheat Atta #558","staples-grains",235,282,"5 kg",157,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Super Saver Chakki Fresh Whole Wheat Atta #558. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Green Broccoli #559","fruits-vegetables",80,96,"1 pc",158,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Handpicked Green Broccoli #559. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Farm Fresh White Eggs #560","dairy-eggs",62,74,"6 pcs",159,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Chef Edition Farm Fresh White Eggs #560. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold 100% Whole Wheat Bread #561","bakery",70,84,"400 g",160,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Gold 100% Whole Wheat Bread #561. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Classic Green Tea Bags #562","beverages",205,246,"25 bags",161,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Gold Classic Green Tea Bags #562. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Butter Choco Chip Cookies #563","snacks",85,102,"150 g",162,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Gold Butter Choco Chip Cookies #563. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Refined Sunflower Oil Pouch #564","staples-grains",175,210,"1 L",163,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Gold Refined Sunflower Oil Pouch #564. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural New Crop Potatoes #565","fruits-vegetables",69,83,"1 kg",164,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Natural New Crop Potatoes #565. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Farm Fresh White Eggs #566","dairy-eggs",92,110,"6 pcs",165,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Local Sourced Farm Fresh White Eggs #566. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Double Choco Chip Muffin #567","bakery",165,198,"4 pcs",166,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Chef Edition Double Choco Chip Muffin #567. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Rich Dark Roast Coffee #568","beverages",300,360,"200 g",167,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Chef Edition Rich Dark Roast Coffee #568. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Crispy Salted Potato Chips #569","snacks",85,102,"90 g",168,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Local Sourced Crispy Salted Potato Chips #569. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Chakki Fresh Whole Wheat Atta #570","staples-grains",295,354,"5 kg",169,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Local Sourced Chakki Fresh Whole Wheat Atta #570. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Fresh Organic Tomatoes #571","fruits-vegetables",35,42,"1 kg",170,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Daily Fresh Organic Tomatoes #571. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Farm Fresh White Eggs #572","dairy-eggs",47,56,"6 pcs",171,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Farm Fresh Farm Fresh White Eggs #572. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh 100% Whole Wheat Bread #573","bakery",55,66,"400 g",172,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Farm Fresh 100% Whole Wheat Bread #573. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Classic Green Tea Bags #574","beverages",190,228,"25 bags",173,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Farm Fresh Classic Green Tea Bags #574. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Butter Choco Chip Cookies #575","snacks",70,84,"150 g",174,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Farm Fresh Butter Choco Chip Cookies #575. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Refined Sunflower Oil Pouch #576","staples-grains",160,192,"1 L",175,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Farm Fresh Refined Sunflower Oil Pouch #576. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Fresh Spinach Bunch #577","fruits-vegetables",50,60,"250 g",176,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Daily Fresh Spinach Bunch #577. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Farm Fresh White Eggs #578","dairy-eggs",77,92,"6 pcs",177,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Premium Farm Fresh White Eggs #578. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Double Choco Chip Muffin #579","bakery",150,180,"4 pcs",178,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Premium Double Choco Chip Muffin #579. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Rich Dark Roast Coffee #580","beverages",285,342,"200 g",179,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Premium Rich Dark Roast Coffee #580. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Crispy Salted Potato Chips #581","snacks",70,84,"90 g",180,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Organic Crispy Salted Potato Chips #581. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Chakki Fresh Whole Wheat Atta #582","staples-grains",280,336,"5 kg",181,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Organic Chakki Fresh Whole Wheat Atta #582. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Crisp Shimla Apples #583","fruits-vegetables",220,264,"1 kg",182,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Value Pack Crisp Shimla Apples #583. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Farm Fresh White Eggs #584","dairy-eggs",107,128,"6 pcs",183,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Organic Farm Fresh White Eggs #584. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select 100% Whole Wheat Bread #585","bakery",115,138,"400 g",184,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Select 100% Whole Wheat Bread #585. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Classic Green Tea Bags #586","beverages",175,210,"25 bags",185,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Select Classic Green Tea Bags #586. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Butter Choco Chip Cookies #587","snacks",55,66,"150 g",186,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Select Butter Choco Chip Cookies #587. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Refined Sunflower Oil Pouch #588","staples-grains",145,174,"1 L",187,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Select Refined Sunflower Oil Pouch #588. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Green Broccoli #589","fruits-vegetables",80,96,"1 pc",188,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Value Pack Green Broccoli #589. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Farm Fresh White Eggs #590","dairy-eggs",62,74,"6 pcs",189,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Select Farm Fresh White Eggs #590. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Double Choco Chip Muffin #591","bakery",135,162,"4 pcs",190,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Fresh Double Choco Chip Muffin #591. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Rich Dark Roast Coffee #592","beverages",270,324,"200 g",191,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Fresh Rich Dark Roast Coffee #592. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Crispy Salted Potato Chips #593","snacks",55,66,"90 g",192,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Special Crispy Salted Potato Chips #593. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Chakki Fresh Whole Wheat Atta #594","staples-grains",265,318,"5 kg",193,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Special Chakki Fresh Whole Wheat Atta #594. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver New Crop Potatoes #595","fruits-vegetables",69,83,"1 kg",194,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Super Saver New Crop Potatoes #595. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Farm Fresh White Eggs #596","dairy-eggs",92,110,"6 pcs",195,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Fresh Farm Fresh White Eggs #596. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe 100% Whole Wheat Bread #597","bakery",100,120,"400 g",196,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Deluxe 100% Whole Wheat Bread #597. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Classic Green Tea Bags #598","beverages",235,282,"25 bags",197,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Deluxe Classic Green Tea Bags #598. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Butter Choco Chip Cookies #599","snacks",115,138,"150 g",198,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Deluxe Butter Choco Chip Cookies #599. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Refined Sunflower Oil Pouch #600","staples-grains",205,246,"1 L",199,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Deluxe Refined Sunflower Oil Pouch #600. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Fresh Organic Tomatoes #601","fruits-vegetables",35,42,"1 kg",50,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Gold Fresh Organic Tomatoes #601. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Farm Fresh White Eggs #602","dairy-eggs",47,56,"6 pcs",51,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Special Farm Fresh White Eggs #602. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Double Choco Chip Muffin #603","bakery",120,144,"4 pcs",52,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Classic Double Choco Chip Muffin #603. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Rich Dark Roast Coffee #604","beverages",255,306,"200 g",53,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Classic Rich Dark Roast Coffee #604. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Crispy Salted Potato Chips #605","snacks",40,48,"90 g",54,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Handpicked Crispy Salted Potato Chips #605. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Chakki Fresh Whole Wheat Atta #606","staples-grains",250,300,"5 kg",55,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Handpicked Chakki Fresh Whole Wheat Atta #606. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Fresh Spinach Bunch #607","fruits-vegetables",50,60,"250 g",56,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Gold Fresh Spinach Bunch #607. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Farm Fresh White Eggs #608","dairy-eggs",77,92,"6 pcs",57,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Deluxe Farm Fresh White Eggs #608. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural 100% Whole Wheat Bread #609","bakery",85,102,"400 g",58,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Natural 100% Whole Wheat Bread #609. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Classic Green Tea Bags #610","beverages",220,264,"25 bags",59,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Natural Classic Green Tea Bags #610. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Butter Choco Chip Cookies #611","snacks",100,120,"150 g",60,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Natural Butter Choco Chip Cookies #611. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Refined Sunflower Oil Pouch #612","staples-grains",190,228,"1 L",61,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Natural Refined Sunflower Oil Pouch #612. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Crisp Shimla Apples #613","fruits-vegetables",220,264,"1 kg",62,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Chef Edition Crisp Shimla Apples #613. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Farm Fresh White Eggs #614","dairy-eggs",107,128,"6 pcs",63,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Classic Farm Fresh White Eggs #614. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Double Choco Chip Muffin #615","bakery",180,216,"4 pcs",64,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Daily Double Choco Chip Muffin #615. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Rich Dark Roast Coffee #616","beverages",240,288,"200 g",65,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Daily Rich Dark Roast Coffee #616. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Crispy Salted Potato Chips #617","snacks",25,30,"90 g",66,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Value Pack Crispy Salted Potato Chips #617. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Chakki Fresh Whole Wheat Atta #618","staples-grains",235,282,"5 kg",67,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Value Pack Chakki Fresh Whole Wheat Atta #618. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Green Broccoli #619","fruits-vegetables",80,96,"1 pc",68,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Chef Edition Green Broccoli #619. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Farm Fresh White Eggs #620","dairy-eggs",62,74,"6 pcs",69,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Handpicked Farm Fresh White Eggs #620. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver 100% Whole Wheat Bread #621","bakery",70,84,"400 g",70,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Super Saver 100% Whole Wheat Bread #621. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Classic Green Tea Bags #622","beverages",205,246,"25 bags",71,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Super Saver Classic Green Tea Bags #622. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Butter Choco Chip Cookies #623","snacks",85,102,"150 g",72,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Super Saver Butter Choco Chip Cookies #623. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Refined Sunflower Oil Pouch #624","staples-grains",175,210,"1 L",73,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Super Saver Refined Sunflower Oil Pouch #624. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced New Crop Potatoes #625","fruits-vegetables",69,83,"1 kg",74,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Local Sourced New Crop Potatoes #625. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Farm Fresh White Eggs #626","dairy-eggs",92,110,"6 pcs",75,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Natural Farm Fresh White Eggs #626. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Double Choco Chip Muffin #627","bakery",165,198,"4 pcs",76,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Gold Double Choco Chip Muffin #627. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Rich Dark Roast Coffee #628","beverages",300,360,"200 g",77,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Gold Rich Dark Roast Coffee #628. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Crispy Salted Potato Chips #629","snacks",85,102,"90 g",78,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Chef Edition Crispy Salted Potato Chips #629. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Chakki Fresh Whole Wheat Atta #630","staples-grains",295,354,"5 kg",79,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Chef Edition Chakki Fresh Whole Wheat Atta #630. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Fresh Organic Tomatoes #631","fruits-vegetables",35,42,"1 kg",80,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Farm Fresh Fresh Organic Tomatoes #631. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Farm Fresh White Eggs #632","dairy-eggs",47,56,"6 pcs",81,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Daily Farm Fresh White Eggs #632. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced 100% Whole Wheat Bread #633","bakery",55,66,"400 g",82,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Local Sourced 100% Whole Wheat Bread #633. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Classic Green Tea Bags #634","beverages",190,228,"25 bags",83,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Local Sourced Classic Green Tea Bags #634. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Butter Choco Chip Cookies #635","snacks",70,84,"150 g",84,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Local Sourced Butter Choco Chip Cookies #635. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
